UserId,ItemId
533,2023 209 2292 1155 1432 1852 213 2719 2854 1856 354 943 513 3188 288 761 2832 476 2137 2949 1995 928 562 2447 2423 85 1084 415 3160 181 1799 1708 862 2907 1330 2229 1383 253 565 3061 20 987 2341 1904 2300 174 1239 567 1819 44 990 2685 129 2040 291 1767 2580 621 417 106 448 1965 2476 698 3119 543 1944 2034 39 1492 766 2649 499 1041 2245 386 330 79 2557 2413 817 1314 88 1608 21 2642 639 1077 2294 435 533 125 2235 2650 598 2049 979 198 720 2747 1107 517 348 2588 1394 92 1960 1368 2114 912 83 1172 404 2143 238 1030 758 1351 1405 2305 2430 1631 471 3141 509 2457 675 572 2942 2721
534,2648 352 2105 1335 3159 150 30 339 1413 1240 1702 3004 2664 856 46 330 928 1766 2295 53 1776 127 814 1093 2112 1447 1704 701 1450 2027 315 2939 2919 1196 1944 145 1066 1286 1061 459 1478 523 388 1464 2931 538 2680 2711 329 2511 1167 2237 20 647 397 1831 1237 2318 599 2095 2501 1729 2306 463 3179 2546 393 2196 2154 1483 2146 704 3129 3024 2725 2017
535,2338 1653 1570 2877 1412 2573 115 1304 2432 2314 2612 1225 2913 1297 252 2545 2203 2580 2027 499 413 536 1922 190 15 25 2406 952 1345 362 579 512 1564 2823 1422 2140 511 463 2755 29 365 635 491 1483 1775 282 65 1864 824 3080 1072 1201 1052 210 2273 220 3148 498 1433 1831 1896 2855 225 1486 2017 1893 2626 924 650 267 695 1339 436 358 1428 62 3076 3135 161 19 1572 521 685 963 605 2146 1499 66 264 3122 132 326 2901 380 561 20 28 2241 1776 3156 2388 46 434 1916 255 1060 2610 1809 555 431 1466 48 2718 1872 727 2872 9 1931 411 2087 1540 2190 599 896 290 2129
536,1259 1357 2117 309 865 44 1531 1921 145 1459 328 75 2285 427 1227 2647 1369 3181 2074 2501 2729 2773 1817 242 889 1124 832 1729 1238 840 597 2522 271 1796 1733 1143 2128 1851 89 3061 1303 1090 2972 458 542 1843 1273 1103 534 2532 1041 330 2022 168 197 353 2348 155 954 2289 1074 2649 2856 1940 1965 2845 1089 1371 1820 39 2848 142 1194 331 753 1010 50 1944 948 262 47 3060 2207 1677 38 3065 1612
537,384 2443 428 2503 274 1220 2240 639 947 1976 575 338 198 153 33 1574 526 449 2612 288 1436 1497 263 376 941 1047 382 923 1485 1884 2564 2141 123 1035 0 114 2747 1919 1402 1514 163 2988 1268 1453 18 721 732 99 752 1245 108 660 872 1959 2941 37 2861 2784 259 5
538,3104 2293 614 693 85 11 56 125 1948 1017 2877 1186 1500 405 1 259 84 191 17 386 1047 365 1829 1386 1076 2204 740 1107 87 348 1817 2549 435 1314 1485 1408 4 1356 98 2179 889 491 366 13 530 1210 1553 182 1373 2612 390 69 2587 888 1800 1144 363 743
539,25 29 110 360 100 68 436 474 74 1895 953 120 195 688 1339 19 2004 235 469 617 2426 777 1215 199 710 742 788 725 401 1175 555 289 1577 1049 982 929 2495 1179 425 618 607 728 633 631 420 132 1183 457 140 1025 1407 2506
540,558 1441 866 414 3048 473 673 89 2774 1076 1531 877 1010 1492 458 1278 2190 1065 680 705 2760 353 1364 1258 2204 1805 2483 1657 1901 1028 1084 1287 370 2357 1020 1371 329 1191 1422 744 165 2039 1894 768 1536 864 1204 1555 1284 2072 1015 1122 1100 549 1938 2399 1346 1257 579 1255 1557 570 2154 2660 2691 2801 1926 1434 2541 1569 1163 1092 634 1211 512 2821 828 1532 166 1787 2522 612 128 672 342 1448 91 827 2362 3046 648 921 780 557 2312 1545 2558 545 491 1249 324 2873 934 1738 282 1739 3182 1604 295 1487 65 400 635 73 1855 60 1552 1619 97 1410 218 334 363 1774
541,790 2272 2317 329 2154 69 968 1109 2883 2662 1164 697 3177 2173 2124 3076 2338 1676 707 822 1833 525 2148 2951 1129 1471 1297 1863 167 786 241 455 1605 1214 577 1209 2364 1429 190 305 2830 3034 560 1864 178 1553 1063 2424 813 2374 2980 2916 2466 498 585 323 2271 277 1663 358 2484 2017 650 924 2626 1486 146 2695 963 220 850 2999 605 1499 2852 501 3038 969 1939 731 794 1809 112 2629 2644 115 439 1352 796 1811 2582 281 141 391 2576 1477 538 2680 1670 264 2711 2568 2176
542,1908 1733 1586 2725 3129 2157 287 239 425 607 451 618 1206 2804 1234 2754 2879 614 764 459 728 2118 1233 1388 586 1393 1319 2622 1478 1218 916 2980 2011 1142 1311 955 1151 2209 2061 587 566 484 367 2761 1002 794 1053 1939 731 1252 57 2099 505 2019 810 637 801
543,2994 964 1424 279 978 2220 386 79 1510 1790 2870 535 2470 2349 2747 3081 2409 2883 2451 2637 263 2392 1292 2924 434 1436 482 547 2987 1297 746 1471 361 2651 190 250 2636 560 1922 1311 2570 2941 277 358 1119 380 2827 721 0 3039 1425 1561 3141 2861 323 119 2430 969 2243 1101 439 810 489 869 599 1928 566 1252 1490 1671
544,2778 764 493 1546 171 1 191 1438 3172 125 394 213 11 1426 1841 1160 2341 482 166 1445 1489 346 51 221 1965 90 2463 429 3102 1488 1342 65 316 85 2191 1045 3005 10 1036 1433 73 2290 2672 596 247 1422 1536 1414 1149 1918 545 198 453 593 162 0 1192 1205 499 1995 2200
545,529 958 137 2770 3010 1213 661 943 421 1097 217 702 1277 2352 2245 213 1445 993 98 744 347 749 229 125 1707 2292 645 2463 1438 11 129 30 720 308 1520 2276 2539 2708 404 3021 1202 207 186 238 471 242 1466 2152 69 509 260 2313 321 1322 5 1700 692 2575 1194 61 339
546,11 125 51 758 88 1467 817 598 98 294 2178 2419 513 2765 175 2 720 136 2564 762 321 348 106 1834 987 174 191 1107 4 1097 13 353 58 897 1110 1832 979 2685 26 811 1170 2839 182 0 257 3104 693 1892 137 507 1481 147 6 1171 1055 1591 1708 2691
547,1780 328 213 1383 1568 209 2863 410 558 784 2033 2191 1656 1915 1126 1023 565 1318 3195 1441 3010 933 2859 136 370 3105 1623 102 321 2 191 11 265 943 2564 2775 1592 1951 2921 437 166 709 526 941 1350 530 1877 2287 238 2772 3160 1015 2967 2884 17 2721 51 1255 163 2365 1287 2114 1139 442 1247 1580 572 2942 35 217 3156
548,442 2623 2793 957 32 267 950 137 1976 421 446 404 737 3137 518 94 553 666 2887 1191 1442 163 1394 368 3031 3050 537 1681 958 927 2290 684 2651 83 372 85 1917 1445 2694 1115 387 238 3059 2536 37 3196 2575 2505 1613 603 2493 180 245 2941 2570 2110 2143 1631 1700 1818 438 273 2416 1030 1405 1121 1091 509 2171 2305 66 2404 164 97 842 194 15 3067 490 318 441 692 1328 5 489 675 50 144 2047 156 514
549,1868 1103 2499 1230 1369 914 1576 2147 410 357 2955 1294 2348 2053 265 1187 974 2120 930 2976 107 1568 926 328 470 1222 1441 965 497 1229 3165 2480 1079 1247 3037 870 309 983 44 429 559 1959 89 1741 1492 769 353 705 1404 1434 997 1682 3002 324 67 92 21 55 1 84 989 2792 1743 563 1220 4 552 185 613 16 2786 139 6 2920 450 1963
550,179 53 1878 90 23 657 831 102 75 242 1051 1905 2618 487 1083 1166 689 2297 867 2197 1736 608 1239 481 44 77 259 1316 2455 905 1683 1607 2285 653 2092 768 3103 2100 1520 812 72 2150 279 47 1197 1212 811 40 740 69 31 596 1 36
551,3196 1041 387 1293 1102 1891 217 151 1355 729 1878 2832 1155 2292 1888 2885 3025 779 1799 890 1707 1567 1518 2685 3036 755 651 949 1379 2510 1892 1629 153 2642 636 879 622 2527 1598 2102 229 1384 2461 3098 979 1107 2719 435 2024 3185 758 762 1879 321 1110 347 720 348 2708 3042 518 2114 421 871 596 993 1804 1145 685 471 1035 3050 2770 529 245 2505 958 645 137 1681 154 537 1405 1030 109 1613 1580 99 1091 1277 2239 509 52 533 2489 1700 692 318 136 5 1154 2875
552,344 2321 33 1367 2945 2932 389 86 2606 2477 1760 2881 111 934 1884 970 1675 1712 966 1168 977 2262 2758 2938 283 1539 940 272 1632 2474 3090 1861 1443 2208 1288 2310 3070 1503 803 66 752 2221 373 2789 274 2905 1761 2714 1972 2912 1641 3116 1365
553,597 174 747 1680 30 180 2116 0 2062 311 928 985 1617 823 103 645 86 1033 2278 2189 50 182 722 1542 2538 2229 2448 2178 1051 957 94 1803 2 567 37 876 66 3042 1221 1219 2994 414 2199 1409 1598 17 39 104 336 1898 1003 257 85
554,1050 2863 926 1629 1375 2400 314 382 2737 1667 2269 1690 2504 2907 1451 1052 1521 1835 2412 3077 891 1819 729 1108 2190 3158 53 682 621 115 2422 1904 2819 89 1959 874 228 2115 1635 403 51 88 1348 370 435 166 2 1197 125 1448 1258 11 517 1364 1284
555,923 1928 746 2545 525 1364 1448 1258 1439 167 1914 178 1287 41 2824 2738 73 295 139 294 1787 1088 0 1569 323 2279 787 52 2523 2943 1425 3000 752 2142 1499 2126 48 2742 526 1381 785 95 2559 1012 8 1436 1735 810 2996 214 2187 45 18 1365 445 3184 172 3116 818 171 3198 1925 37
556,21 2642 1378 2503 198 2735 297 1734 480 121 2029 36 1395 93 1384 1185 3158 125 758 581 428 11 2720 2184 1569 1453 925 1621 687 67 559 1947 1139 17 58 13 3104 98 59 153 1906 84 4 368 3151 3083 10 163 2536 0 446 272 2521 2570 3117 6 2 1688 263 1559 18 1155
557,480 1647 40 1 243 287 239 3024 704 63 2725 2029 3129 205 740 2753 278 1971 1240 754 1584 4 2982 1232 56 366 2124 170 708 3177 2716 1836 1728 2324 58 516 11 664 208 2148 1525 156 1062 684 585 629 624 1409 378 1573 2530 668
558,657 382 315 1871 853 868 102 181 854 2613 682 928 71 1469 2633 646 1189 2195 177 203 1038 52 268 1991 757 497 1415 719 981 962 1599 2546 458 800 2023 89 77 2955 885 750 1645 669 3029 221 72 175 1130 1593 1667 1122 179 1227 2278 232 2071 23 590 2647 331 1274 342 921 448 302 2159 3179 1277 1112 103 1097 1 2452 503 50 341 1146 360
559,558 403 1124 1568 3013 1052 665 1866 1285 1073 1441 1251 89 447 145 1643 877 2920 2523 1849 2297 1084 1275 466 1904 1280 2871 1287 448 1805 1531 1298 528 1316 1718 1258 499 1090 1769 429 129 812 978 3119 952 413 370 1149 744 1187 279 2039 536 331 542 1284 1204 1346 909 2026 244 579 1766 23 47 2248 1480 2691 549 106 694 166 1790 1250 329 2440 1555 2154 2867 1106 569 1448 1734 2526 91 411 2919 3046 38 648 959 340 1385 21 67 1162 2231 613 87 92 365 2046 2807 1709 2558 2207 1679 491 1622 1682 1696 412 578 1 437 2177 1738 3094 282 1739 84 351 2542 530 2971 1760 1814 13 1261 2405 3005 1094 2055 1145 538 400 1539 1345 73 1243 1687 2438 888 1058 1475 218 1658 189 2610 138 334 2241 2136 734 95 1901 2483 1657 2072 1371 1926 1532 1138 169 2598
560,1599 75 52 1122 2541 458 187 1480 3121 2988 1163 346 2334 597 1434 2046 106 608 1717 1015 1294 165 653 353 749 1274 1134 1254 1682 2284 82 1772 2345 3010 2325 2894 315 39 747 2134 590 3051 2818 729 1003 1789 1568 1204 1743 111 2595 13 2362 961 1103 1363 1302 1132 227
561,1 2752 2712 1637 852 2631 1408 2175 2696 1321 50 2725 553 287 2622 2028 3024 614 2442 2569 222 278 84 1218 2601 1612 1066 2823 2764 487 432 2177 2415 671 2207 1715 1412 87 1556 1747 1203 1135 117 1728 643 1544 659 539 2981 1337 2180 61 1064 484 587 801
562,1742 174 383 213 891 26 1567 465 761 319 314 513 1852 2100 894 1050 1794 682 1414 1033 259 729 1888 2575 2005 3121 686 39 2178 175 1146 1127 2645 1231 2036 843 2170 565 943 1701 1639 1102 1194 811 106 427 2557 1416 1568 2040 17
563,2051 1826 3018 567 1804 536 2880 93 753 1015 3063 1936 2843 197 674 2555 47 1866 763 1892 3069 23 837 2413 602 82 124 949 2846 27 1 40 1519 2622 1586 1908 841 50 546 1207 2601 67 87 740 2866 2084 2013 61 257 1833 1243
564,179 2116 151 2370 203 558 2135 1042 1817 1438 53 181 23 3162 105 854 46 1051 1078 1803 2957 2795 319 621 415 85 253 26 417 129 779 943 72 1511 1102 645 386 2557 387 3021 330 1355 2708 477 3036 2775 951 3047 2034 1856 93 392 511 1415 209 843 47 39 636 3196 591 1439 52 622 877 1981 2741 1825 2527 1348 546 67 979 1107 98 1146 1960 2531 0 2076 2563 1030 1580 404 1091 572 2798
565,608 2285 36 328 680 124 1127 1655 750 1169 290 1851 271 242 2077 2820 102 2128 852 2704 2184 1576 1242 2129 2219 1166 915 1740 1548 1340 1534 152 47 1231 2302 1067 614 71 461 2272 206 1771 129 832 20 1 40 1958 865 937 800 2380 819 268 625 2602 638 765 308 1001 239 175 315 1843 477 278 1584 506 497 87 287 2617 1286 1648 44 1992 1607 1520 4 1303 1221 145 2501 375 27 232 93 170 1089 2094 1810 1342 939 1823 764 657 699 3122 1770 89 2612 1117 1087 2516 1473 783 1873 200 2548 1791 1135 695 2470 53 181 422 23 2370 515 77 1321 754 2118 1678 72 1153 61 2056 1836 390 1676 1550 2254 191 592 2563 508 340 3041 831 2951 1668 494 2517 54 516 539 378 2677 2177 1979 425 712 50 1097 451 418 270 2545 1392 156 786 704 876 1826 640 2028 2150 221 2526 2834 1394 1010 2520 698 190 1933 988 595 241 1214 1160 902 2840 1243 2631 1002 2271 336 684 1634 3118 2469 62 2939 38 189 795 66 615 1913 2481 605 2176 1765 2202 651 538 1899 1544 2180 681 785 213 956 2124 2879 267 1236 1015 1312
566,1572 2764 2291 1403 2198 459 1393 1319 523 2063 638 2202 2581 2508 2338 2877 508 1533 2620 2012 2317 2492 1553 2662 418 1176 1233 1388 968 200 425 640 451 728 631 633 3015 1242 1014 1548 390 405 1740 1534 1067 695 2003 2901 2173 1117 1693 2572 2841 1933 2713 551 1653 1876 1063 2138 1297 241 2514 2069 2434 29 1301 498 3082 2016 893 358 650 132 1893 963 2876 623 2314 24 531 2101 796 802 2386 140 2576
567,2158 862 1914 1439 1912 1955 3020 2245 2609 1466 1194 665 30 1579 1090 3041 20 3077 2760 2184 610 2375 943 1825 705 1146 1959 129 1831 1227 843 481 2727 2454 2264 2737 1364 2005 2105 2523 2196 115 252 1082 1230 72 197 370 597 1766 331 3130 1375 1015 1284 50 1938 217 1845 744 2384 1879 909 1424 2899 1255 2393 1250 1661 47 1335 2219 2807 21 67 127 260 91 648 1734 228 716 2958 2090 83 418 579 244 92 1186 1233 2532 1176 2201 686
568,268 314 938 646 1852 382 23 328 3193 926 2863 2147 513 2100 403 288 410 3077 1794 301 3166 3021 559 1995 2497 3188 115 252 1108 2523 870 2458 269 415 877 1758 487 1084 466 85 2632 1531 2447 682 1904 608 1603 565 983 2532 1287 3020 528 481 44 2780 90 129 621 610 26 1597 89 698 174 866 3048 2476 499 2034 2774 1010 904 768 1041 1701 233 168 473 2760 1364 413 3006 72 2781 1638 370 2008 2220 2289 59 392 744 2065 2807 536 197 2637 431 2988 106 3063 1284 1015 2925 3023 2899 1171 579 1518 1255 3124 1908 1270 1510 2609 634 2709 694 1743 2821 1586 1426 166 2547 857 2440 716 1734 2710 1931 294 1890 1948 1524 827 1574 11 2362 83 2812 1545 435 21 67 859 1158 448 1017 348 2073 3098 1174 94 92 2946 2408 365 153 2706 2383 1907 1203 1523 467 2997 545 491 13 1373 2489 2419 173 925 1834 2564 136 321 3094 1368 1283 2611 78 143 282 482 1677 973 2881 2089 936 2824 2651 3110 361 0 1353 1036 479 446 1440 65 251 1539 991 73 2288 1449 453 2570 1433 374 22 886 1205 37 284 35 164 8 1323 373 532 1055 743 2187 3022 3007 214
569,1827 375 868 567 487 1369 90 2116 2618 2238 768 2134 2300 53 461 181 23 1239 2292 761 1224 513 2893 107 1051 253 26 2034 1090 534 1065 766 2115 205 515 562 722 2229 2448 2819 77 1228 72 155 1625 2082 1492 54 510 2885 594 260 2630 1197 191 2746 2803 2227 3089 1717 1892 972 2413 228 93 2043 2925 2092 1406 1752 88 415 2967 2859 2710 1358 1114 2029 229 758 2461 3056 348 2829 2802
570,2657 109 245 137 0 180 6 995 2093 2811 303 2082 817 1827 434 340 1579 619 2265 2684 82 868 89 44 1064 122 8 1923 66 10 2505 478 513 2847 767 603 37 1613 580 35 1391 1219 318 2612 1013 2559 908 441 2243 409 5
571,783 2469 1701 1117 418 2764 2799 1239 1943 2459 1233 1226 1898 205 1166 1625 1265 1067 1 422 1388 2733 569 2601 56 1296 405 2502 21 508 84 4 67 708 2883 968 63 239 287 92 390 257 1156 2732 600 707 1292 270 58 629 1366 1471 368 241 560 2069 624 220 1297 358 1695 62 893 145 20 1513 969
572,432 526 1017 578 3052 87 2946 1824 3106 2383 2706 98 2619 2997 912 1367 259 687 1373 693 2692 2702 1907 1546 1906 1139 3186 1701 2839 3023 2531 208 991 1754 0 3110 122 1036 2253 561 1169 1481 3094 264 996 2457 886 918 2814 2136 2942 1761 490 1785
573,2946 1546 41 1036 2603 56 629 624 269 2 31 63 287 62 228 886 24 12 9 1234 1218 1765 338 1034 98 2866 384 787 6 255 7 134 1108 2619 2780 2498 2781 3063 2383 1045 3069 70 1777 86 263 8 294 541 1062 1707 54 510 594 662 713 818
574,3195 1432 621 145 990 761 415 1965 865 2297 253 1603 765 1639 2693 2309 1316 2276 85 1413 812 106 1239 260 39 217 30 150 339 96 3174 26 2245 126 244 1376 1134 67 92 229 340 347 31 1212 1629 3005 2132 518 143 552 1754 1145 55 238 974 970 5 245 1351 925 1923
575,435 694 67 2741 2074 1220 88 2642 3097 1925 2859 1524 294 2 51 1574 1905 1158 1402 1047 827 2946 2568 79 1385 467 155 1467 957 1496 912 348 1738 370 17 1453 182 69 1394 1501 3144 639 1110 282 925 1292 173 1934 421 321 1614 86
576,630 2787 2476 151 47 709 2831 2237 1069 311 350 23 26 854 1559 861 957 206 1185 2 793 357 622 1 460 546 1593 2741 411 338 1824 1170 1909 104 117 84 2569 660 87 1037 708 4 615 1427 1337 2744 421 2910 81 147 1172 2055 3005 550 442 1190 1605 612 1405 2875
577,1310 856 771 750 397 1237 928 2715 2295 248 330 1061 485 1563 75 3004 2934 127 1122 104 3169 709 242 915 905 1592 30 228 749 150 128 597 96 1576 701 342 1598 1579 1116 1032 649 747 2038 197 31 1051 2455 1702 64 2027 1329 582 3186
578,2846 3041 1259 152 77 330 72 1464 63 85 2646 698 754 1286 232 756 1001 704 339 2360 1278 1335 1771 2752 30 308 411 56 1813 1979 4 1726 539 33 1289 2648 2887 2124 2085 3122 1189 765 2705 574 2622 1 90 790 352 1542 46 127 43 665 2318 418 278 902 701 1085 1702 432 1556 591 2306 206 1062 268 409 58 1169 427
579,2015 880 153 689 5 2047 450 350 908 884 1591 3150 154 286 109 598 572 45 2831 147 1724 2064 1481 684 3107 394 2839 117 58 646 190 32 20 1595 838 94 1232 13 3052 1984 1568 758 376 2102 1605 2480 3057 1 61 351 729 2921 2452 516 243 136 59 1236 82 2531 1019 125 170 69 2582 1190 2541 2696 3099 1717 1013 2546 1593 2431 2134 2306 4 2333 2152
580,2104 1072 894 2197 1610 1260 1166 1654 2749 1941 362 145 1829 388 1685 657 2555 2150 1817 2090 1955 686 2022 2236 1076 1043 2454 1422 279 488 1975 2630 129 155 1424 702 1404 331 2393 909 2227 106 47 1386 744 871 2091 248 244 1000 2191 502 2899 1790 1250 938 3060 2248 448 1743 2609 201 38 340 1798 1348 1211 819 21 67 3111 1715 1277 720 136 1679 3085 491 31 245 189 380 28 2942
581,40 478 915 543 54 102 47 2082 36 124 88 1637 230 942 257 2 2392 957 408 2812 645 411 526 685 1426 127 87 2866 259 1467 2844 1 4 2013 3185 1724 448 285 2588 1406 1421 1394 898 2269 348 990 58 278 1550 393 598 3052 2839 10 1746 22 2342 596 161 242 888 158 1243 958 52 32 1552 1481 170 1044 2092 2007 497 2996 2582
582,2764 1388 819 695 84 63 278 432 539 302 1556 1933 2254 790 1572 1584 2716 2939 1544 1747 1109 1135 3149 1775 659 2981 968 1001 2180 712 2056 61 538 2173 2695 1209 2951 378 377 2390 1332 642 1297 2730 786 9 1062 1235 2017 1573 2107 585 738 358 893 1893 336 3118
583,2664 609 259 2835 2773 1259 44 625 1704 150 339 96 2117 1377 46 928 1698 856 47 3004 2201 127 3169 89 422 669 1329 1061 701 2038 2027 230 1014 1242 1340 1548 1740 1534 1067 614 1822 2519 1196 2628 405 50 1201 31 2050 1093 1 4 2919 21 67 92 210 2193
584,2832 2040 39 1944 291 232 3136 645 2597 1720 1420 2646 2766 93 779 1329 534 260 330 387 2102 1061 2472 931 511 1704 96 2583 1102 701 2450 47 23 2038 3140 1892 2887 681 317 664 84 117 411 1196 278 2235 2628 2318 1153 11 1600 2257 1066 2481 2982 87 4 337 1724 2531 2050 1525 1900 1145 1909 9 161 1429 210 550 1801 273 1999 1580 2064 2457 1982 343
585,2179 2516 1451 1052 1563 89 1418 2033 290 647 1655 403 2856 2275 1074 1776 2085 3077 213 1794 3049 2823 3155 1289 3027 1285 621 1073 1445 506 2497 230 722 1413 1642 2529 1195 877 447 967 2664 1108 776 2129 476 1039 1117 226 1473 2608 414 662 2523 1635 1849 3008 1654 990 1084 1531 2935 466 1260 2021 85 1997 2619 2105 1736 2870 1990 2496 1904 2380 2184 2158 608 2846 3028 609 2341 2345 829 1965 1921 1287 903 2244 1242 2153 1968 3020 2483 1583 2040 1008 1639 2693 1941 2309 1843 1298 2780 175 232 1271 610 1597 2597 1316 2077 116 362 2701 2766 1959 3004 866 1331 2238 3048 1401 1958 515 233 638 2774 1980 1340 1657 275 1076 2372 1329 1303 1769 1924 2058 1090 2732 2498 2051 3018 812 359 2201 1120 2482 1293 2726 1043 1596 2022 1757 3035 2476 329 1465 3006 2760 1975 1548 2204 155 413 493 1753 2781 200 1874 1766 1184 713 1240 644 2469 2764 2214 1954 1422 2082 2220 2675 1996 2289 135 2151 418 2302 2782 1986 702 425 3089 1873 2 1312 2417 1740 2331 536 371 2630 2901 2807 2459 335 1089 2508 964 2358 834 431 2988 1977 451 3063 2157 795 50 1284 2072 2848 909 2524 1535 1197 1938 2748 1250 2094 1233 2565 1981 244 2879 480 2316 2959 127 2443 695 316 2222 1206 949 1534 579 82 704 2393 2986 1342 3140 2227 2034 3009 1223 1093 1908 3069 2867 618 2691 2725 2248 1875 508 422 1569 1054 1510 3169 879 751 3060 535 1408 2293 1502 2431 3024 2490 3171 1221 435 1899 124 152 2200 2709 694 1533 27 1067 2735 2401 1211 607 1791 512 2754 201 2240 2028 2291 1508 2821 1570 1314 1265 1585 600 1319 1376 1586 21 1348 2769 546 166 2087 1532 1787 1822 3113 634 857 3081 2012 1162 1983 2743 1644 2820 1931 2961 2710 246 1388 2403 125 1396 1207 1734 3129 1600 91 660 1933 1840 2617 1948 1058 1524 598 2314 1562 728 1068 2442 153 827 2887 1448 2470 2589 569 51 3068 1574 430 2198 1485 1450 2919 869 67 2254 1925 428 2884 2812 2029 2601 2958 419 1540 423 2913 2519 2281 3046 1153 648 2827 494 1336 38 2909 1844 1196 1189 947 2488 2231 2347 2352 2415 2392 3056 3139 2628 1028 2232 2272 2317 539 340 1017 302 348 1402 3052 1174 2768 1713 1714 1186 1744 1500 1296 2279 2946 2992 916 1225 633 2753 405 2408 3096 365 3015 92 1992 87 720 2857 2383 1564 467 2706 758 1523 1709 2492 1496 1953 1621 2937 1085 98 2013 2802 2558 2479 3076 1360 912 2945 1203 1135 491 682 2432 1367 2409 1679 2702 1249 2757 1201 1581 1810 1210 2296 2918 2665 2588 1098 523 1277 551 69 2672 1553 2883 2662 968 1453 2468 1373 1497 1775 925 2419 2445 2307 2180 2125 631 1097 437 2030 1863 919 1436 3005 2057 2713 538 1693 390 1738 1854 3017 58 2173 1676 2680 1389 2451 173 1419 2141 257 1546 520 274 2165 1834 1245 2971 2338 2711 707 1327 2563 2924 1653 2045 2572 2543 2882 941 2841 1292 724 3085 2014 282 2695 2972 2114 2611 1739 2517 2950 2703 2542 295 1967 2839 2720 525 516 482 349 1646 2573 276 596 1304 1906 2881 271 759 748 2280 1677 111 1760 3040 1489 326 22 923 1793 1876 1544 1841 547 2677 1471 2138 1129 1297 973 2721 150 1488 1482 1928 3100 123 1808 1614 2089 1832 1382 139 167 3186 2203 1587 352 1689 1951 2536 901 1172 1214 361 599 1919 3030 1867 1024 577 550 2514 1036 2830 3161 190 2897 1031 824 1192 305 1865 2936 2364 2069 2011 442 2428 472 3050 2253 3001 1045 1142 65 1802 760 2155 2869 2140 1604 2189 2592 888 400 2290 991 849 1313 2940 249 1929 1381 1864 1311 2267 880 463 1253 2521 955 2288 825 2505 1552 663 210 2273 498 3082 2438 323 1002 721 2016 1486 1475 1883 566 2943 438 1161 236 2626 3000 1425 1893 1463 1140 587 1339 1053 791 2424 886 484 1499 1762 367 37 2367 2761 2374 913 496 996 1765 1872 2980 3192 524 2391 2099 1939 304 2629 2577 980 1075 300 1774 2466 1352 810 2332 1333 2169 637 801 1650 3198 3116 66 35
586,2846 2538 1464 232 1198 175 1073 1736 71 931 852 602 36 2631 3075 2 2752 1612 124 1680 957 1554 2175 2961 411 40 338 1824 84 1153 117 2318 56 2982 1726 2866 671 3056 2420 539 526 740 942 1584 4 3153 366 170 2665 876 659 1337 1034 1836 61 2056 2439 3177 2324 629 356 1833 1399 2730 642 208 1525 2055 2465 1429 1882 2896 2428 1737 1115 1695 2592 1062 1650 1111 2452 283 548 2176 2530
587,1250 1262 750 3169 1590 2755 262 1335 1846 986 680 3008 2710 75 763 408 1224 71 1698 1202 928 46 1468 3197 242 2894 1 1420 67 21 92 2534 90 102 2930 1082 107 228 729 2333 1190 651 922 3057 315 905 1598 747 690 674 206
588,2870 230 1660 1418 2202 2034 253 1852 1848 465 319 106 288 1087 429 375 2947 698 3162 2871 1117 2134 1271 1851 1655 3018 2448 515 1732 1843 638 1958 2300 783 2229 2077 1776 233 1826 1733 1796 213 1303 567 1143 506 155 39 619 174 1638 2581 2021 93 513 890 2994 2093 2880 1014 1340 1498 90 1954 2625 242 1548 187 3136 417 418 64 1873 346 2469 2764 290 392 1661 1127 2508 1089 2935 2302 2645 2065 1937 3196 1051 2094 2476 865 194 2313 539 1556 1232 2254 947 459 2802 67 84 4 79 1553 1233 1321 819 3177 11 61 1147 1017 1544 1951 1388 748 1671 643 533 1775 1960 873 1 2879 2446 384 508 1107 1160 21 3139 1533 69 2924 1332 378 156 3030 438
589,811 937 82 288 942 1418 36 271 152 40 2401 2293 27 693 690 1803 2302 2147 2580 2947 2525 2334 1959 1238 93 297 990 1733 11 230 1014 1496 1242 1340 38 1740 1548 1534 1067 85 1330 614 54 1796 2650 405 2519 51 510 1017 87 21 493 427 834 1724 773 2128 1508 1 4 2586 598 94 2232 421 78 0 170 511 516 446
590,640 618 200 27 1112 117 94 2231 2488 1724 2652 1739 2190 3096 1738 1172 1471 2730 2824 420 3016 361 3046 1374 1863 1024 430 1844 1045 400 2273 1730 453 277 108 1070 146 218 6 132 525 38 349 999 969 334 2136 2577 2187 439 1490 223 281 1051 169 3049 1266 1788 1417 484 367 637 587
591,124 1001 1206 451 425 200 607 2118 2291 2732 1403 1977 907 2820 2492 428 63 239 287 432 1728 903 1131 631 278 1584 170 459 1393 1319 523 1550 2056 1135 3076 516 1 84 3040 10 14 15 311 204 1457 68 1272 132 463 149 735 1693 2379 2459 2903 140
592,578 11 88 1014 1850 2740 459 2 938 1319 1478 1340 346 47 1 2737 36 84 1221 85 51 386 152 40 1223 1917 311 671 1186 338 194 94 435 1106 1548 4 98 17 2024 698 33 2997 2432 1107 1884 1453 321 151 52 121 13 523 21 67 81 2084 55 2001 1631 2430 1763 404 34
